Date,Ticker,stock_p_change,SP500_p_change,model,outperformance,predicted_outperformance_probability
2013-04-22 02:53:15,dal,132.48,22.74,extra_trees,109.74,0.5224376816885797
2013-04-22 03:09:54,ipg,30.61,22.74,extra_trees,7.870000000000001,0.5091533517954814
2013-04-22 03:29:59,x,66.44,22.74,extra_trees,43.7,0.538429593908994
2013-04-22 04:35:41,schl,28.2,22.74,extra_trees,5.460000000000001,0.5827565961896252
2013-04-22 08:07:38,bby,5.65,22.74,extra_trees,-17.089999999999996,0.52678334365835
2013-04-22 18:49:03,aiz,44.32,22.74,extra_trees,21.580000000000002,0.5033657235692154
2013-04-23 01:21:47,nvda,50.74,21.2,extra_trees,29.540000000000003,0.517861844066835
2013-04-23 03:01:29,aapl,54.4,21.2,extra_trees,33.2,0.7100158810604658
2013-04-23 03:43:51,trow,8.62,21.2,extra_trees,-12.58,0.5638235692689719
2013-04-23 04:17:59,chrw,3.03,21.2,extra_trees,-18.169999999999998,0.5206286433137234
2013-04-23 07:52:30,jnpr,43.2,21.2,extra_trees,22.000000000000004,0.5007592824120692
2013-04-23 10:04:36,mchp,40.47,21.2,extra_trees,19.27,0.5337381808080202
2013-04-23 17:01:02,clf,8.27,21.2,extra_trees,-12.93,0.5060780006743081
2013-04-23 20:34:55,siri,1.93,21.2,extra_trees,-19.27,0.5509954286806666
2013-04-25 00:09:21,ma,36.63,19.89,extra_trees,16.740000000000002,0.5982301538406426
2013-04-25 00:39:38,jcp,-47.64,19.89,extra_trees,-67.53,0.5210822107880404
2013-04-25 01:02:19,tss,28.91,19.89,extra_trees,9.02,0.5007086559947715
2013-04-25 02:13:39,ma,36.63,19.89,extra_trees,16.740000000000002,0.5982301538406426
2013-04-25 02:27:46,sfly,-13.66,19.89,extra_trees,-33.55,0.7044908582980437
2013-04-25 03:54:59,dnb,20.49,19.89,extra_trees,0.5999999999999979,0.5589616571246133
2013-04-25 05:44:22,flws,-1.06,19.89,extra_trees,-20.95,0.6418416070272758
2013-04-25 16:49:59,siri,0.0,19.89,extra_trees,-19.89,0.5453519812278476
2013-04-25 16:53:28,etfc,118.11,19.89,extra_trees,98.22,0.5609897222136633
2013-04-25 19:57:08,vrsn,2.28,19.89,extra_trees,-17.61,0.5161442221915726
2013-04-25 19:59:10,dal,122.99,19.89,extra_trees,103.1,0.5785361940279652
2013-04-26 03:38:02,s,9.83,20.1,extra_trees,-10.270000000000001,0.5962213671507529
2013-04-26 07:09:40,hov,-22.05,20.1,extra_trees,-42.150000000000006,0.6638773142548858
2013-04-26 11:30:26,ntri,84.56,20.1,extra_trees,64.46000000000001,0.6059748246835492
2013-05-05 19:05:15,flir,44.1,19.12,extra_trees,24.98,0.5303912769612569
2013-05-07 10:15:11,rdc,-8.33,17.88,extra_trees,-26.21,0.5071450168501681
2013-05-08 21:34:35,wmt,3.05,17.22,extra_trees,-14.169999999999998,0.6964997265287443
2013-05-09 12:23:50,trow,11.27,17.72,extra_trees,-6.449999999999999,0.542611166534262
2013-05-10 00:28:28,chrw,4.89,17.34,extra_trees,-12.45,0.5271282426885898
2013-05-10 01:45:27,dds,10.23,17.34,extra_trees,-7.109999999999999,0.5447873724759245
2013-05-10 05:43:27,znga,7.74,17.34,extra_trees,-9.6,0.5460440370654296
2013-05-10 12:59:12,aeo,-39.71,17.34,extra_trees,-57.05,0.5810193753687921
2013-05-10 17:01:24,jnpr,41.71,17.34,extra_trees,24.37,0.5148097924972744
2013-05-11 06:30:56,mchp,30.41,17.34,extra_trees,13.07,0.5668103772692464
2013-05-11 10:25:56,grpn,-3.2,17.34,extra_trees,-20.54,0.6050096344347636
2013-05-11 13:35:20,clf,-25.62,17.34,extra_trees,-42.96,0.524916208133292
